Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
ENSRNOP00000000586	ENSRNOT00000000586	ENSRNOG00000000493	Snrpc	small nuclear ribonucleoprotein polypeptide C [Source:RGD Symbol;Acc:1306065]
ENSRNOP00000000593	ENSRNOT00000000593	ENSRNOG00000000500	Scube3	"signal peptide, CUB domain, EGF-like 3 [Source:RGD Symbol;Acc:1304880]"
ENSRNOP00000000595	ENSRNOT00000000595	ENSRNOG00000000501	Zfp523	zinc finger protein 523 [Source:RGD Symbol;Acc:1306239]
ENSRNOP00000000597	ENSRNOT00000000597	ENSRNOG00000000502	Def6	DEF6 guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1307945]
ENSRNOP00000000599	ENSRNOT00000000599	ENSRNOG00000022289	Aip	aryl-hydrocarbon receptor-interacting protein [Source:RGD Symbol;Acc:628619]
ENSRNOP00000000603	ENSRNOT00000000603	ENSRNOG00000000505	Rpl10a	ribosomal protein L10A [Source:RGD Symbol;Acc:620497]
ENSRNOP00000000607	ENSRNOT00000000607	ENSRNOG00000000506	Tead3	TEA domain family member 3 [Source:RGD Symbol;Acc:1311583]
ENSRNOP00000000609	ENSRNOT00000000609	ENSRNOG00000000508	Armc12	armadillo repeat containing 12 [Source:RGD Symbol;Acc:1306008]
ENSRNOP00000000611	ENSRNOT00000000611	ENSRNOG00000000510	Clps	"colipase, pancreatic [Source:RGD Symbol;Acc:2363]"
ENSRNOP00000000612	ENSRNOT00000000612	ENSRNOG00000000511	Srpk1	SRSF protein kinase 1 [Source:RGD Symbol;Acc:1308272]
ENSRNOP00000000617	ENSRNOT00000000617	ENSRNOG00000000513	Mapk14	mitogen activated protein kinase 14 [Source:RGD Symbol;Acc:70496]
ENSRNOP00000000618	ENSRNOT00000000618	ENSRNOG00000000513	Mapk14	mitogen activated protein kinase 14 [Source:RGD Symbol;Acc:70496]
ENSRNOP00000000621	ENSRNOT00000000621	ENSRNOG00000000515	Mapk13	mitogen activated protein kinase 13 [Source:RGD Symbol;Acc:3045]
ENSRNOP00000000623	ENSRNOT00000000623	ENSRNOG00000000516	Pxt1	"peroxisomal, testis specific 1 [Source:RGD Symbol;Acc:2321717]"
ENSRNOP00000000624	ENSRNOT00000000624	ENSRNOG00000000517	Kctd20	potassium channel tetramerization domain containing 20 [Source:RGD Symbol;Acc:1309887]
ENSRNOP00000000627	ENSRNOT00000000627	ENSRNOG00000000520	Srsf3	serine/arginine-rich splicing factor 3 [Source:RGD Symbol;Acc:1309233]
ENSRNOP00000000628	ENSRNOT00000000628	ENSRNOG00000000521	Cdkn1a	cyclin-dependent kinase inhibitor 1A [Source:RGD Symbol;Acc:69328]
ENSRNOP00000000629	ENSRNOT00000000629	ENSRNOG00000000522	Cpne5	copine V [Source:RGD Symbol;Acc:1308021]
ENSRNOP00000000631	ENSRNOT00000000631	ENSRNOG00000000524	RGD735065	similar to GI:13385412-like protein splice form I [Source:RGD Symbol;Acc:735065]
ENSRNOP00000000632	ENSRNOT00000000632	ENSRNOG00000000525	Pi16	peptidase inhibitor 16 [Source:RGD Symbol;Acc:1304760]
ENSRNOP00000000635	ENSRNOT00000000635	ENSRNOG00000000527	Mtch1	mitochondrial carrier 1 [Source:RGD Symbol;Acc:1309262]
ENSRNOP00000000637	ENSRNOT00000000637	ENSRNOG00000000529	Pim1	"Pim-1 proto-oncogene, serine/threonine kinase [Source:RGD Symbol;Acc:3330]"
ENSRNOP00000000639	ENSRNOT00000000639	ENSRNOG00000000531	Ccdc167	coiled-coil domain containing 167 [Source:RGD Symbol;Acc:1588733]
ENSRNOP00000000640	ENSRNOT00000000640	ENSRNOG00000000532	Cmtr1	cap methyltransferase 1 [Source:RGD Symbol;Acc:1307801]
ENSRNOP00000000649	ENSRNOT00000000649	ENSRNOG00000000540	Btbd9	BTB (POZ) domain containing 9 [Source:RGD Symbol;Acc:1306975]
ENSRNOP00000000650	ENSRNOT00000000650	ENSRNOG00000000541	Glo1	glyoxalase 1 [Source:RGD Symbol;Acc:2702]
ENSRNOP00000000651	ENSRNOT00000000651	ENSRNOG00000000542	Dnah8	"dynein, axonemal, heavy chain 8 [Source:RGD Symbol;Acc:619986]"
ENSRNOP00000000653	ENSRNOT00000000653	ENSRNOG00000000543	Frk	fyn-related Src family tyrosine kinase [Source:RGD Symbol;Acc:621423]
ENSRNOP00000000657	ENSRNOT00000000657	ENSRNOG00000000546	Nt5dc1	5'-nucleotidase domain containing 1 [Source:RGD Symbol;Acc:1305214]
ENSRNOP00000000658	ENSRNOT00000000658	ENSRNOG00000000547	Tspyl4	TSPY-like 4 [Source:RGD Symbol;Acc:1306653]
ENSRNOP00000000660	ENSRNOT00000000660	ENSRNOG00000000549	Tspyl1	TSPY-like 1 [Source:RGD Symbol;Acc:1307726]
ENSRNOP00000000661	ENSRNOT00000000661	ENSRNOG00000024413	Neurog3	neurogenin 3 [Source:RGD Symbol;Acc:631350]
ENSRNOP00000000662	ENSRNOT00000000662	ENSRNOG00000000551	RGD1305587	similar to RIKEN cDNA 2010107G23 [Source:RGD Symbol;Acc:1305587]
ENSRNOP00000000672	ENSRNOT00000000672	ENSRNOG00000000556	Nodal	nodal growth differentiation factor [Source:RGD Symbol;Acc:1305994]
ENSRNOP00000000673	ENSRNOT00000000673	ENSRNOG00000000557	Ppa1	pyrophosphatase (inorganic) 1 [Source:RGD Symbol;Acc:1589773]
ENSRNOP00000000674	ENSRNOT00000000674	ENSRNOG00000000557	Ppa1	pyrophosphatase (inorganic) 1 [Source:RGD Symbol;Acc:1589773]
ENSRNOP00000000675	ENSRNOT00000000675	ENSRNOG00000000559	Npffr1	neuropeptide FF receptor 1 [Source:RGD Symbol;Acc:621570]
ENSRNOP00000000676	ENSRNOT00000000676	ENSRNOG00000000560	Lrrc20	leucine rich repeat containing 20 [Source:RGD Symbol;Acc:1566140]
ENSRNOP00000000681	ENSRNOT00000000681	ENSRNOG00000000562	Prf1	perforin 1 (pore forming protein) [Source:RGD Symbol;Acc:708463]
ENSRNOP00000000683	ENSRNOT00000000683	ENSRNOG00000000564	Tbata	"thymus, brain and testes associated [Source:RGD Symbol;Acc:1561665]"
ENSRNOP00000000687	ENSRNOT00000000687	ENSRNOG00000000566	Pcbd1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha [Source:RGD Symbol;Acc:3263]
ENSRNOP00000000689	ENSRNOT00000000689	ENSRNOG00000000568	Slc29a3	"solute carrier family 29 (equilibrative nucleoside transporter), member 3 [Source:RGD Symbol;Acc:727811]"
ENSRNOP00000000696	ENSRNOT00000000696	ENSRNOG00000000571	Psap	prosaposin [Source:RGD Symbol;Acc:3423]
ENSRNOP00000000697	ENSRNOT00000000697	ENSRNOG00000000572	Chst3	carbohydrate (chondroitin 6) sulfotransferase 3 [Source:RGD Symbol;Acc:620355]
ENSRNOP00000000700	ENSRNOT00000000700	ENSRNOG00000000574	AC096404.1	
ENSRNOP00000000702	ENSRNOT00000000702	ENSRNOG00000000576	Anapc16	anaphase promoting complex subunit 16 [Source:RGD Symbol;Acc:2321124]
ENSRNOP00000000707	ENSRNOT00000000707	ENSRNOG00000000579	Marcks	myristoylated alanine rich protein kinase C substrate [Source:RGD Symbol;Acc:3028]
ENSRNOP00000000708	ENSRNOT00000000708	ENSRNOG00000000580	Fam26d	"family with sequence similarity 26, member D [Source:RGD Symbol;Acc:1595701]"
ENSRNOP00000000710	ENSRNOT00000000710	ENSRNOG00000000582	Ddo	D-aspartate oxidase [Source:RGD Symbol;Acc:1595123]
ENSRNOP00000000713	ENSRNOT00000000713	ENSRNOG00000000583	Cdk19	cyclin-dependent kinase 19 [Source:RGD Symbol;Acc:1305435]
ENSRNOP00000000715	ENSRNOT00000000715	ENSRNOG00000000585	Amd1	adenosylmethionine decarboxylase 1 [Source:RGD Symbol;Acc:2104]
ENSRNOP00000000716	ENSRNOT00000000716	ENSRNOG00000000586	Gtf3c6	"general transcription factor IIIC, polypeptide 6, alpha [Source:RGD Symbol;Acc:1307434]"
ENSRNOP00000000717	ENSRNOT00000000717	ENSRNOG00000000587	Rpf2	ribosome production factor 2 homolog [Source:RGD Symbol;Acc:1306906]
ENSRNOP00000000718	ENSRNOT00000000718	ENSRNOG00000000588	Slc16a10	"solute carrier family 16 (aromatic amino acid transporter), member 10 [Source:RGD Symbol;Acc:69197]"
ENSRNOP00000000720	ENSRNOT00000000720	ENSRNOG00000000589	RGD1310495	similar to KIAA1919 protein [Source:RGD Symbol;Acc:1310495]
ENSRNOP00000000728	ENSRNOT00000000728	ENSRNOG00000000595	Traf3ip2	Traf3 interacting protein 2 [Source:RGD Symbol;Acc:1593240]
ENSRNOP00000000733	ENSRNOT00000000733	ENSRNOG00000000596	Fyn	"FYN proto-oncogene, Src family tyrosine kinase [Source:RGD Symbol;Acc:2641]"
ENSRNOP00000000735	ENSRNOT00000000735	ENSRNOG00000000597	Wisp3	WNT1 inducible signaling pathway protein 3 [Source:RGD Symbol;Acc:1564120]
ENSRNOP00000000737	ENSRNOT00000000737	ENSRNOG00000000599	Lama4	"laminin, alpha 4 [Source:RGD Symbol;Acc:1560062]"
ENSRNOP00000000742	ENSRNOT00000000742	ENSRNOG00000000604	Hdac2	histone deacetylase 2 [Source:RGD Symbol;Acc:619976]
ENSRNOP00000000743	ENSRNOT00000000743	ENSRNOG00000000605	Hs3st5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 [Source:RGD Symbol;Acc:1306379]
ENSRNOP00000000745	ENSRNOT00000000745	ENSRNOG00000000607	RGD1559903	similar to RIKEN cDNA 1700049L16 [Source:RGD Symbol;Acc:1559903]
ENSRNOP00000000748	ENSRNOT00000000748	ENSRNOG00000000609	Ipmk	inositol polyphosphate multikinase [Source:RGD Symbol;Acc:620954]
ENSRNOP00000000749	ENSRNOT00000000749	ENSRNOG00000000610	Cisd1	CDGSH iron sulfur domain 1 [Source:RGD Symbol;Acc:1309529]
ENSRNOP00000000750	ENSRNOT00000000750	ENSRNOG00000000611	Ube2d1	ubiquitin-conjugating enzyme E2D 1 [Source:RGD Symbol;Acc:1307886]
ENSRNOP00000000753	ENSRNOT00000000753	ENSRNOG00000000613	Tfam	"transcription factor A, mitochondrial [Source:RGD Symbol;Acc:620682]"
ENSRNOP00000000754	ENSRNOT00000000754	ENSRNOG00000000614	Bicc1	BicC family RNA binding protein 1 [Source:RGD Symbol;Acc:1307459]
ENSRNOP00000000756	ENSRNOT00000000756	ENSRNOG00000000275	Fam13c	"family with sequence similarity 13, member C [Source:RGD Symbol;Acc:1310149]"
ENSRNOP00000000767	ENSRNOT00000000767	ENSRNOG00000000618	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:RGD Symbol;Acc:735131]
ENSRNOP00000000772	ENSRNOT00000000772	ENSRNOG00000000622	Hint1	histidine triad nucleotide binding protein 1 [Source:RGD Symbol;Acc:1593411]
ENSRNOP00000000780	ENSRNOT00000000780	ENSRNOG00000000630	AABR07044783.1	
ENSRNOP00000000783	ENSRNOT00000000783	ENSRNOG00000000632	Cdk1	cyclin-dependent kinase 1 [Source:RGD Symbol;Acc:2319]
ENSRNOP00000000784	ENSRNOT00000000784	ENSRNOG00000000633	Rhobtb1	Rho-related BTB domain containing 1 [Source:RGD Symbol;Acc:1306871]
ENSRNOP00000000785	ENSRNOT00000000785	ENSRNOG00000000634	RGD1306739	similar to RIKEN cDNA 1700040L02 [Source:RGD Symbol;Acc:1306739]
ENSRNOP00000000792	ENSRNOT00000000792	ENSRNOG00000000640	Egr2	early growth response 2 [Source:RGD Symbol;Acc:621608]
ENSRNOP00000000794	ENSRNOT00000000794	ENSRNOG00000000641	Nrbf2	nuclear receptor binding factor 2 [Source:RGD Symbol;Acc:61937]
ENSRNOP00000000804	ENSRNOT00000000804	ENSRNOG00000000648	Jmjd1c	jumonji domain containing 1C [Source:RGD Symbol;Acc:708458]
ENSRNOP00000000812	ENSRNOT00000000812	ENSRNOG00000000653	Nr5a2	"nuclear receptor subfamily 5, group A, member 2 [Source:RGD Symbol;Acc:68353]"
ENSRNOP00000000814	ENSRNOT00000000814	ENSRNOG00000000655	Ptprc	"protein tyrosine phosphatase, receptor type, C [Source:RGD Symbol;Acc:3451]"
ENSRNOP00000000817	ENSRNOT00000000817	ENSRNOG00000000657	Nek7	NIMA-related kinase 7 [Source:RGD Symbol;Acc:1311160]
ENSRNOP00000000821	ENSRNOT00000000821	ENSRNOG00000000658	Acacb	acetyl-CoA carboxylase beta [Source:RGD Symbol;Acc:620500]
ENSRNOP00000000824	ENSRNOT00000000824	ENSRNOG00000000661	Hps4	Hermansky-Pudlak syndrome 4 [Source:RGD Symbol;Acc:1308070]
ENSRNOP00000000826	ENSRNOT00000000826	ENSRNOG00000000662	Srrd	SRR1 domain containing [Source:RGD Symbol;Acc:1562579]
ENSRNOP00000000828	ENSRNOT00000000828	ENSRNOG00000000663	Tfip11	tuftelin interacting protein 11 [Source:RGD Symbol;Acc:1311449]
ENSRNOP00000000831	ENSRNOT00000000831	ENSRNOG00000000664	Tpst2	tyrosylprotein sulfotransferase 2 [Source:RGD Symbol;Acc:1305331]
ENSRNOP00000000874	ENSRNOT00000000874	ENSRNOG00000000693	Svop	SV2 related protein [Source:RGD Symbol;Acc:620277]
ENSRNOP00000000886	ENSRNOT00000000886	ENSRNOG00000000697	Coro1c	"coronin, actin binding protein 1C [Source:RGD Symbol;Acc:1564490]"
ENSRNOP00000000888	ENSRNOT00000000888	ENSRNOG00000000699	Selplg	selectin P ligand [Source:RGD Symbol;Acc:1307971]
ENSRNOP00000000889	ENSRNOT00000000889	ENSRNOG00000000700	Tmem119	transmembrane protein 119 [Source:RGD Symbol;Acc:1307573]
ENSRNOP00000000890	ENSRNOT00000000890	ENSRNOG00000000701	Iscu	iron-sulfur cluster assembly enzyme [Source:RGD Symbol;Acc:1309562]
ENSRNOP00000000891	ENSRNOT00000000891	ENSRNOG00000000702	Sart3	squamous cell carcinoma antigen recognized by T-cells 3 [Source:RGD Symbol;Acc:1311646]
ENSRNOP00000000893	ENSRNOT00000000893	ENSRNOG00000000704	Cmklr1	chemokine-like receptor 1 [Source:RGD Symbol;Acc:69359]
ENSRNOP00000000898	ENSRNOT00000000898	ENSRNOG00000000708	Sgsm1	small G protein signaling modulator 1 [Source:RGD Symbol;Acc:1308178]
ENSRNOP00000000904	ENSRNOT00000000904	ENSRNOG00000040257	Chmp2b	charged multivesicular body protein 2B [Source:RGD Symbol;Acc:1306781]
ENSRNOP00000000905	ENSRNOT00000000905	ENSRNOG00000000715	Pou1f1	POU class 1 homeobox 1 [Source:RGD Symbol;Acc:3367]
ENSRNOP00000000907	ENSRNOT00000000907	ENSRNOG00000000716	Htr1f	"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled [Source:RGD Symbol;Acc:71083]"
ENSRNOP00000000909	ENSRNOT00000000909	ENSRNOG00000000718	Cggbp1	CGG triplet repeat binding protein 1 [Source:RGD Symbol;Acc:1308129]
ENSRNOP00000000911	ENSRNOT00000000911	ENSRNOG00000000720	MGC95208	similar to 4930453N24Rik protein [Source:RGD Symbol;Acc:1359320]
ENSRNOP00000000953	ENSRNOT00000000953	ENSRNOG00000000726	Olr1671	olfactory receptor 1671 [Source:RGD Symbol;Acc:1333177]
ENSRNOP00000000955	ENSRNOT00000000955	ENSRNOG00000000728	Clic2	chloride intracellular channel 2 [Source:RGD Symbol;Acc:1306580]
ENSRNOP00000000973	ENSRNOT00000000973	ENSRNOG00000000746	Olr1695	olfactory receptor 1695 [Source:RGD Symbol;Acc:1333191]
ENSRNOP00000000974	ENSRNOT00000000974	ENSRNOG00000000747	Olr1694	olfactory receptor 1694 [Source:RGD Symbol;Acc:1332782]
ENSRNOP00000000976	ENSRNOT00000000976	ENSRNOG00000000749	Olr1693	olfactory receptor 1693 [Source:RGD Symbol;Acc:1333127]
ENSRNOP00000000986	ENSRNOT00000000986	ENSRNOG00000000759	Olr1730	olfactory receptor 1730 [Source:RGD Symbol;Acc:1334062]
ENSRNOP00000000990	ENSRNOT00000000990	ENSRNOG00000000763	RT1-M3-1	"RT1 class Ib, locus M3, gene 1 [Source:RGD Symbol;Acc:3494]"
ENSRNOP00000000992	ENSRNOT00000000992	ENSRNOG00000000765	Olr1743	olfactory receptor 1743 [Source:RGD Symbol;Acc:1333000]
ENSRNOP00000000995	ENSRNOT00000000995	ENSRNOG00000000768	Ubd	ubiquitin D [Source:RGD Symbol;Acc:69418]
ENSRNOP00000001008	ENSRNOT00000001008	ENSRNOG00000000775	Mog	myelin oligodendrocyte glycoprotein [Source:RGD Symbol;Acc:3102]
ENSRNOP00000001011	ENSRNOT00000001011	ENSRNOG00000000778	Znrd1as1	ZNRD1 antisense RNA 1 [Source:RGD Symbol;Acc:1564067]
ENSRNOP00000001012	ENSRNOT00000001012	ENSRNOG00000000779	Znrd1	zinc ribbon domain containing 1 [Source:RGD Symbol;Acc:1303114]
ENSRNOP00000001013	ENSRNOT00000001013	ENSRNOG00000000780	Ppp1r11	"protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:RGD Symbol;Acc:1303163]"
ENSRNOP00000001014	ENSRNOT00000001014	ENSRNOG00000000781	Rnf39	ring finger protein 39 [Source:RGD Symbol;Acc:628854]
ENSRNOP00000001016	ENSRNOT00000001016	ENSRNOG00000000782	Trim10	tripartite motif-containing 10 [Source:RGD Symbol;Acc:1359438]
ENSRNOP00000001017	ENSRNOT00000001017	ENSRNOG00000031689	Trim15	tripartite motif containing 15 [Source:RGD Symbol;Acc:6496746]
ENSRNOP00000001019	ENSRNOT00000001019	ENSRNOG00000032930	Trim26	tripartite motif-containing 26 [Source:RGD Symbol;Acc:1359126]
ENSRNOP00000001021	ENSRNOT00000001021	ENSRNOG00000000785	Trim39	tripartite motif-containing 39 [Source:RGD Symbol;Acc:1303115]
ENSRNOP00000001024	ENSRNOT00000001024	ENSRNOG00000000786	Rpp21	ribonuclease P/MRP 21 subunit [Source:RGD Symbol;Acc:1303090]
ENSRNOP00000001035	ENSRNOT00000001035	ENSRNOG00000000795	RT1-N3	"RT1 class Ib, locus N3 [Source:RGD Symbol;Acc:1598370]"
ENSRNOP00000001036	ENSRNOT00000001036	ENSRNOG00000000777	RT1-S3	"RT1 class Ib, locus S3 [Source:RGD Symbol;Acc:735037]"
ENSRNOP00000001044	ENSRNOT00000001044	ENSRNOG00000000796	Ranbp2	RAN binding protein 2 [Source:RGD Symbol;Acc:1560047]
ENSRNOP00000001049	ENSRNOT00000001049	ENSRNOG00000000799	Abcf1	"ATP-binding cassette, subfamily F (GCN20), member 1 [Source:RGD Symbol;Acc:620286]"
ENSRNOP00000001050	ENSRNOT00000001050	ENSRNOG00000000801	Msl3l2	male-specific lethal 3-like 2 (Drosophila) [Source:RGD Symbol;Acc:1308699]
ENSRNOP00000001051	ENSRNOT00000001051	ENSRNOG00000000802	Tbc1d32	"TBC1 domain family, member 32 [Source:RGD Symbol;Acc:2323599]"
ENSRNOP00000001054	ENSRNOT00000001054	ENSRNOG00000000805	Gja1	"gap junction protein, alpha 1 [Source:RGD Symbol;Acc:2690]"
ENSRNOP00000001058	ENSRNOT00000001058	ENSRNOG00000000804	Mrps18b	mitochondrial ribosomal protein S18B [Source:RGD Symbol;Acc:1302998]
ENSRNOP00000001059	ENSRNOT00000001059	ENSRNOG00000000808	Hsf2	heat shock transcription factor 2 [Source:RGD Symbol;Acc:68395]
ENSRNOP00000001065	ENSRNOT00000001065	ENSRNOG00000000809	Atat1	alpha tubulin acetyltransferase 1 [Source:RGD Symbol;Acc:1303066]
ENSRNOP00000001066	ENSRNOT00000001066	ENSRNOG00000029360	Serinc1	serine incorporator 1 [Source:RGD Symbol;Acc:727843]
ENSRNOP00000001075	ENSRNOT00000001075	ENSRNOG00000000811	Pkib	"protein kinase (cAMP-dependent, catalytic) inhibitor beta [Source:RGD Symbol;Acc:3335]"
ENSRNOP00000001077	ENSRNOT00000001077	ENSRNOG00000000812	RGD1302996	hypothetical protein MGC:15854 [Source:RGD Symbol;Acc:1302996]
ENSRNOP00000001079	ENSRNOT00000001079	ENSRNOG00000000814	Fabp7	"fatty acid binding protein 7, brain [Source:RGD Symbol;Acc:69312]"
ENSRNOP00000001081	ENSRNOT00000001081	ENSRNOG00000000815	Smpdl3a	"sphingomyelin phosphodiesterase, acid-like 3A [Source:RGD Symbol;Acc:1359277]"
ENSRNOP00000001084	ENSRNOT00000001084	ENSRNOG00000000816	Ppp1r18	"protein phosphatase 1, regulatory subunit 18 [Source:RGD Symbol;Acc:1309543]"
ENSRNOP00000001085	ENSRNOT00000001085	ENSRNOG00000000818	Nrm	nurim (nuclear envelope membrane protein) [Source:RGD Symbol;Acc:1302966]
ENSRNOP00000001092	ENSRNOT00000001092	ENSRNOG00000000823	Gcc2	GRIP and coiled-coil domain containing 2 [Source:RGD Symbol;Acc:1305732]
ENSRNOP00000001093	ENSRNOT00000001093	ENSRNOG00000000824	Dse	dermatan sulfate epimerase [Source:RGD Symbol;Acc:1305079]
ENSRNOP00000001098	ENSRNOT00000001098	ENSRNOG00000000826	Flot1	flotillin 1 [Source:RGD Symbol;Acc:70991]
ENSRNOP00000001099	ENSRNOT00000001099	ENSRNOG00000000827	Ier3	immediate early response 3 [Source:RGD Symbol;Acc:1303321]
ENSRNOP00000001103	ENSRNOT00000001103	ENSRNOG00000000831	Gtf2h4	"general transcription factor II H, polypeptide 4 [Source:RGD Symbol;Acc:1303309]"
ENSRNOP00000001108	ENSRNOT00000001108	ENSRNOG00000000836	Ltb	"lymphotoxin beta (TNF superfamily, member 3) [Source:RGD Symbol;Acc:1303162]"
ENSRNOP00000001110	ENSRNOT00000001110	ENSRNOG00000000837	Tnf	tumor necrosis factor [Source:RGD Symbol;Acc:3876]
ENSRNOP00000001111	ENSRNOT00000001111	ENSRNOG00000000838	Lta	lymphotoxin alpha [Source:RGD Symbol;Acc:3020]
ENSRNOP00000001113	ENSRNOT00000001113	ENSRNOG00000000839	Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 [Source:RGD Symbol;Acc:1303310]
ENSRNOP00000001114	ENSRNOT00000001114	ENSRNOG00000000840	Atp6v1g2	"ATPase, H+ transporting, lysosomal V1 subunit G2 [Source:RGD Symbol;Acc:1303186]"
ENSRNOP00000001115	ENSRNOT00000001115	ENSRNOG00000000841	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:RGD Symbol;Acc:70923]
ENSRNOP00000001118	ENSRNOT00000001118	ENSRNOG00000000842	Ddah2	dimethylarginine dimethylaminohydrolase 2 [Source:RGD Symbol;Acc:1302955]
ENSRNOP00000001119	ENSRNOT00000001119	ENSRNOG00000000843	Ly6g6c	"lymphocyte antigen 6 complex, locus G6C [Source:RGD Symbol;Acc:1302999]"
ENSRNOP00000001120	ENSRNOT00000001120	ENSRNOG00000000844	Ly6g6d	"lymphocyte antigen 6 complex, locus G6D [Source:RGD Symbol;Acc:1303064]"
ENSRNOP00000001122	ENSRNOT00000001122	ENSRNOG00000000846	Ly6g5c	"lymphocyte antigen 6 complex, locus G5C [Source:RGD Symbol;Acc:735180]"
ENSRNOP00000001123	ENSRNOT00000001123	ENSRNOG00000000847	Csnk2b	"casein kinase 2, beta polypeptide [Source:RGD Symbol;Acc:619978]"
ENSRNOP00000001124	ENSRNOT00000001124	ENSRNOG00000000848	Gpank1	G patch domain and ankyrin repeats 1 [Source:RGD Symbol;Acc:1303304]
ENSRNOP00000001126	ENSRNOT00000001126	ENSRNOG00000000850	Apom	apolipoprotein M [Source:RGD Symbol;Acc:620773]
ENSRNOP00000001129	ENSRNOT00000001129	ENSRNOG00000000851	Bag6	BCL2-associated athanogene 6 [Source:RGD Symbol;Acc:71064]
ENSRNOP00000001133	ENSRNOT00000001133	ENSRNOG00000000852	Prrc2a	proline-rich coiled-coil 2A [Source:RGD Symbol;Acc:1303025]
ENSRNOP00000001135	ENSRNOT00000001135	ENSRNOG00000000853	Aif1	allograft inflammatory factor 1 [Source:RGD Symbol;Acc:61924]
ENSRNOP00000001138	ENSRNOT00000001138	ENSRNOG00000000853	Aif1	allograft inflammatory factor 1 [Source:RGD Symbol;Acc:61924]
ENSRNOP00000001139	ENSRNOT00000001139	ENSRNOG00000000854	Ncr3	natural cytotoxicity triggering receptor 3 [Source:RGD Symbol;Acc:727881]
ENSRNOP00000001146	ENSRNOT00000001146	ENSRNOG00000000858	Sapcd1	suppressor APC domain containing 1 [Source:RGD Symbol;Acc:1359359]
ENSRNOP00000001153	ENSRNOT00000001153	ENSRNOG00000000860	Vwa7	von Willebrand factor A domain containing 7 [Source:RGD Symbol;Acc:1303137]
ENSRNOP00000001154	ENSRNOT00000001154	ENSRNOG00000000866	Rbmx	"RNA binding motif protein, X-linked [Source:RGD Symbol;Acc:1565256]"
ENSRNOP00000001158	ENSRNOT00000001158	ENSRNOG00000000869	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:RGD Symbol;Acc:1359674]
ENSRNOP00000001160	ENSRNOT00000001160	ENSRNOG00000000867	Vars	valyl-tRNA synthetase [Source:RGD Symbol;Acc:3950]
ENSRNOP00000001162	ENSRNOT00000001162	ENSRNOG00000000871	Cd40lg	CD40 ligand [Source:RGD Symbol;Acc:708418]
ENSRNOP00000001164	ENSRNOT00000001164	ENSRNOG00000000873	Brs3	bombesin-like receptor 3 [Source:RGD Symbol;Acc:628645]
ENSRNOP00000001169	ENSRNOT00000001169	ENSRNOG00000000875	Fhl1	four and a half LIM domains 1 [Source:RGD Symbol;Acc:2615]
ENSRNOP00000001174	ENSRNOT00000001174	ENSRNOG00000000878	Slc44a4	"solute carrier family 44, member 4 [Source:RGD Symbol;Acc:1303167]"
ENSRNOP00000001179	ENSRNOT00000001179	ENSRNOG00000000881	Mmgt1	membrane magnesium transporter 1 [Source:RGD Symbol;Acc:1566339]
